Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument
Kepler-546 b,Kepler-546,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-547 b,Kepler-547,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-548 b,Kepler-548,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-549 b,Kepler-549,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-549 c,Kepler-549,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-550 b,Kepler-550,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-551 b,Kepler-551,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-552 b,Kepler-552,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-553 b,Kepler-553,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-553 c,Kepler-553,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-554 b,Kepler-554,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-555 b,Kepler-555,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-556 b,Kepler-556,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-557 b,Kepler-557,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-558 b,Kepler-558,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-559 b,Kepler-559,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-56 d,Kepler-56,d,1,3,0,Radial Velocity,2016,2016-12,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
Kepler-560 b,Kepler-560,b,2,1,0,Transit,2016,2017-06,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-561 b,Kepler-561,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-561 c,Kepler-561,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-562 b,Kepler-562,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-563 b,Kepler-563,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-564 b,Kepler-564,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-565 b,Kepler-565,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-566 b,Kepler-566,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-567 b,Kepler-567,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-568 b,Kepler-568,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-569 b,Kepler-569,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-570 b,Kepler-570,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-571 b,Kepler-571,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-572 b,Kepler-572,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-573 b,Kepler-573,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-574 b,Kepler-574,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-575 b,Kepler-575,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-576 b,Kepler-576,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-577 b,Kepler-577,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-578 b,Kepler-578,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-579 b,Kepler-579,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-580 b,Kepler-580,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-581 b,Kepler-581,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-582 b,Kepler-582,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-583 b,Kepler-583,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-584 b,Kepler-584,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-585 b,Kepler-585,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-586 b,Kepler-586,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-587 b,Kepler-587,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-588 b,Kepler-588,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-589 b,Kepler-589,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-590 b,Kepler-590,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-591 b,Kepler-591,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-592 b,Kepler-592,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-593 b,Kepler-593,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-594 b,Kepler-594,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-595 b,Kepler-595,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-596 b,Kepler-596,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-597 b,Kepler-597,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-598 b,Kepler-598,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-599 b,Kepler-599,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-600 b,Kepler-600,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-601 b,Kepler-601,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-602 b,Kepler-602,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-603 b,Kepler-603,b,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-603 c,Kepler-603,c,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-603 d,Kepler-603,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-604 b,Kepler-604,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-605 b,Kepler-605,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-605 c,Kepler-605,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-606 b,Kepler-606,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-607 b,Kepler-607,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-608 b,Kepler-608,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-609 b,Kepler-609,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-610 b,Kepler-610,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-610 c,Kepler-610,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-611 b,Kepler-611,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-612 b,Kepler-612,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-613 b,Kepler-613,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-614 b,Kepler-614,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-615 b,Kepler-615,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-616 b,Kepler-616,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-616 c,Kepler-616,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-617 b,Kepler-617,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-618 b,Kepler-618,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-619 b,Kepler-619,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-619 c,Kepler-619,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-620 b,Kepler-620,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-621 b,Kepler-621,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-622 b,Kepler-622,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-623 b,Kepler-623,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-624 b,Kepler-624,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-625 b,Kepler-625,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-625 c,Kepler-625,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-626 b,Kepler-626,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-627 b,Kepler-627,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-628 b,Kepler-628,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-629 b,Kepler-629,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-630 b,Kepler-630,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-631 b,Kepler-631,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-632 b,Kepler-632,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-633 b,Kepler-633,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-634 b,Kepler-634,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-635 b,Kepler-635,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-636 b,Kepler-636,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-637 b,Kepler-637,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-638 b,Kepler-638,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-639 b,Kepler-639,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-640 b,Kepler-640,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-641 b,Kepler-641,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-642 b,Kepler-642,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-643 b,Kepler-643,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-644 b,Kepler-644,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-645 b,Kepler-645,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-646 b,Kepler-646,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-647 b,Kepler-647,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-648 b,Kepler-648,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-649 b,Kepler-649,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-650 b,Kepler-650,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-651 b,Kepler-651,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-652 b,Kepler-652,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-653 b,Kepler-653,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-653 c,Kepler-653,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-654 b,Kepler-654,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-655 b,Kepler-655,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-656 b,Kepler-656,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-657 b,Kepler-657,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-658 b,Kepler-658,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-659 b,Kepler-659,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-660 b,Kepler-660,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-661 b,Kepler-661,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-662 b,Kepler-662,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-663 b,Kepler-663,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-664 b,Kepler-664,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-665 b,Kepler-665,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-666 b,Kepler-666,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-667 b,Kepler-667,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-668 b,Kepler-668,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-669 b,Kepler-669,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-670 b,Kepler-670,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-671 b,Kepler-671,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-672 b,Kepler-672,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-673 b,Kepler-673,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-674 b,Kepler-674,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-675 b,Kepler-675,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-676 b,Kepler-676,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-677 b,Kepler-677,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-678 b,Kepler-678,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-679 b,Kepler-679,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-680 b,Kepler-680,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-681 b,Kepler-681,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-682 b,Kepler-682,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-683 b,Kepler-683,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-684 b,Kepler-684,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-685 b,Kepler-685,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-686 b,Kepler-686,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-687 b,Kepler-687,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-688 b,Kepler-688,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-689 b,Kepler-689,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-690 b,Kepler-690,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-691 b,Kepler-691,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-692 b,Kepler-692,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-693 b,Kepler-693,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-694 b,Kepler-694,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-695 b,Kepler-695,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-696 b,Kepler-696,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-697 b,Kepler-697,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-698 b,Kepler-698,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-699 b,Kepler-699,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-700 b,Kepler-700,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-701 b,Kepler-701,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-702 b,Kepler-702,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-703 b,Kepler-703,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-704 b,Kepler-704,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-705 b,Kepler-705,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-706 b,Kepler-706,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-707 b,Kepler-707,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-708 b,Kepler-708,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-709 b,Kepler-709,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-710 b,Kepler-710,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-711 b,Kepler-711,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-712 b,Kepler-712,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-712 c,Kepler-712,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-713 b,Kepler-713,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-714 b,Kepler-714,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-715 b,Kepler-715,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-716 b,Kepler-716,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-717 b,Kepler-717,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-718 b,Kepler-718,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-719 b,Kepler-719,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-720 b,Kepler-720,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-721 b,Kepler-721,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-722 b,Kepler-722,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-722 c,Kepler-722,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-723 b,Kepler-723,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-724 b,Kepler-724,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-725 b,Kepler-725,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-726 b,Kepler-726,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-727 b,Kepler-727,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-728 b,Kepler-728,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-729 b,Kepler-729,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-730 b,Kepler-730,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-731 b,Kepler-731,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-732 b,Kepler-732,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-732 c,Kepler-732,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-733 b,Kepler-733,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-734 b,Kepler-734,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
