,longitude,latitude,TOT,CR,TIME,MO,YR
45889,-73.752151394359,40.676305502567,1,BURGLARY,01/22/2013,1,2013
95010,-73.97152848143601,40.789564961519,1,GRAND LARCENY,10/14/2013,10,2013
81766,-73.94395662472701,40.638875707207,1,BURGLARY,10/05/2013,10,2013
58987,-73.978526132254,40.736856444919,1,ROBBERY,10/15/2013,10,2013
927,-73.941224221275,40.836609000413,1,ROBBERY,11/19/2013,11,2013
22883,-73.885832251453,40.873780166751,1,FELONY ASSAULT,06/26/2013,6,2013
13925,-73.782584002225,40.71352032923,1,GRAND LARCENY,10/21/2013,10,2013
49604,-73.825931529306,40.754998725272,1,GRAND LARCENY,05/31/2013,5,2013
27424,-73.923251948813,40.671054559853,1,GRAND LARCENY,10/02/2013,10,2013
52404,-73.909230830247,40.831238813086,1,FELONY ASSAULT,07/06/2013,7,2013
53083,-73.880738024542,40.827106771936,1,ROBBERY,09/02/2013,9,2013
18019,-73.896421382426,40.860997121326,1,ROBBERY,10/11/2013,10,2013
93676,-73.945015817141,40.774593811238,1,GRAND LARCENY,09/03/2013,9,2013
14392,-74.095430475537,40.604350462819,1,BURGLARY,11/14/2013,11,2013
37556,-73.757311677275,40.667041869353,1,ROBBERY,02/19/2013,2,2013
44602,-73.905173357876,40.830843054034,1,BURGLARY,04/18/2013,4,2013
85856,-73.943146128129,40.795098811696,1,BURGLARY,09/22/2013,9,2013
49529,-73.888736640741,40.700406412191,1,ROBBERY,05/29/2013,5,2013
25317,-74.086133881374,40.639342932341,1,RAPE,09/22/2013,9,2013
68004,-73.900390151131,40.813193223934995,1,ROBBERY,10/11/2013,10,2013
95109,-73.875404749478,40.832884250195,1,GRAND LARCENY,10/12/2013,10,2013
21413,-73.879837138048,40.845758906907,1,GRAND LARCENY,04/21/2013,4,2013
96529,-73.927595466166,40.810866780629,1,FELONY ASSAULT,12/11/2013,12,2013
89521,-73.852853432108,40.866505058915,1,GRAND LARCENY,04/03/2013,4,2013
26609,-73.868122108138,40.820686859491,1,GRAND LARCENY OF MOTOR VEHICLE,11/15/2013,11,2013
71231,-73.905094202502,40.691267256507004,1,ROBBERY,04/30/2013,4,2013
8388,-73.99119107073,40.742229589301,1,ROBBERY,05/09/2013,5,2013
82408,-73.95505055335201,40.788895487851,1,BURGLARY,11/25/2013,11,2013
7875,-73.937694216825,40.619724830764,1,FELONY ASSAULT,04/03/2013,4,2013
78919,-73.754094482615,40.69393391889,1,BURGLARY,07/10/2013,7,2013
81012,-73.92399080803601,40.848318836943996,1,FELONY ASSAULT,07/16/2013,7,2013
24087,-73.925269854374,40.671796978108,1,FELONY ASSAULT,07/02/2013,7,2013
46069,-73.99717043448901,40.74964620395,1,GRAND LARCENY,01/06/2013,1,2013
8098,-73.95614452550299,40.712509585216,1,ROBBERY,04/12/2013,4,2013
1511,-73.888672872204,40.846577461653,1,ROBBERY,12/21/2013,12,2013
1536,-73.91033251773,40.87715581939,1,GRAND LARCENY,12/27/2013,12,2013
83662,-73.947681835971,40.68080398036,1,GRAND LARCENY OF MOTOR VEHICLE,11/15/2013,11,2013
42184,-73.896176658132,40.855655711187,1,FELONY ASSAULT,12/11/2013,12,2013
51062,-73.90070298159999,40.848073331131,1,FELONY ASSAULT,07/23/2013,7,2013
96311,-73.843981524875,40.843177125466,1,GRAND LARCENY,11/22/2013,11,2013
29634,-73.739323693267,40.719770924295,1,ROBBERY,02/03/2013,2,2013
88562,-74.081326590008,40.644717979946996,1,ROBBERY,01/28/2013,1,2013
45365,-73.793523908909,40.730052983117,1,GRAND LARCENY,09/20/2013,9,2013
59602,-73.99373865784,40.744164804972,1,GRAND LARCENY,01/23/2013,1,2013
68797,-74.182063379827,40.556908914106,1,GRAND LARCENY,10/25/2013,10,2013
43578,-73.75944186685099,40.721063587399996,1,GRAND LARCENY,02/14/2013,2,2013
23588,-73.841178465007,40.686591065347,1,FELONY ASSAULT,05/12/2013,5,2013
44349,-73.932086074692,40.683104186634004,1,GRAND LARCENY,11/28/2013,11,2013
62913,-73.99980876633799,40.731970040484,1,GRAND LARCENY,05/09/2013,5,2013
94165,-73.953542775525,40.693256778171,1,BURGLARY,09/19/2013,9,2013
4096,-73.93329463695,40.67518896456,1,GRAND LARCENY,08/29/2013,8,2013
14900,-73.835989462223,40.889035482806,1,BURGLARY,12/07/2013,12,2013
78339,-73.892434415891,40.853931353426,1,FELONY ASSAULT,08/07/2013,8,2013
9349,-73.948613497521,40.655508530142995,2,BURGLARY,06/01/2013,6,2013
48386,-73.984243703425,40.576685736661,1,GRAND LARCENY,05/13/2013,5,2013
11090,-73.892227541047,40.820980891781,1,GRAND LARCENY,08/26/2013,8,2013
71987,-74.026675841855,40.634198173625,1,GRAND LARCENY,07/24/2013,7,2013
39000,-73.960183969428,40.671144633565,1,FELONY ASSAULT,09/19/2013,9,2013
27134,-73.869743547433,40.841397585062,1,BURGLARY,10/11/2013,10,2013
71638,-73.936489254615,40.670889708000004,1,GRAND LARCENY,11/19/2013,11,2013
17520,-73.850160025133,40.834355573863,1,FELONY ASSAULT,08/20/2013,8,2013
67902,-73.931205493349,40.659443686443,1,FELONY ASSAULT,07/17/2013,7,2013
56781,-73.945508386909,40.649163908179,1,ROBBERY,06/02/2013,6,2013
8007,-73.869570690924,40.665958574497,1,GRAND LARCENY,04/18/2013,4,2013
80248,-73.843981524875,40.843177125466,1,BURGLARY,09/12/2013,9,2013
40826,-73.891173200083,40.840461890549,1,BURGLARY,10/07/2013,10,2013
22775,-73.88166683297901,40.827006174217,1,GRAND LARCENY,06/16/2013,6,2013
33924,-73.86250938452,40.880984260672996,1,FELONY ASSAULT,03/14/2013,3,2013
31691,-74.148707957747,40.625376663912,1,ROBBERY,09/16/2013,9,2013
19575,-74.01985187674501,40.621817808472,1,GRAND LARCENY,02/16/2013,2,2013
9127,-73.91617361373,40.836085742354,1,FELONY ASSAULT,06/29/2013,6,2013
68568,-73.863900292451,40.853382470565,1,BURGLARY,08/25/2013,8,2013
24745,-73.870360366091,40.819756192536,1,GRAND LARCENY OF MOTOR VEHICLE,08/23/2013,8,2013
45403,-73.925378047093,40.761973425423,1,GRAND LARCENY,09/26/2013,9,2013
79217,-73.95124184069999,40.821808681553996,1,FELONY ASSAULT,08/30/2013,8,2013
61709,-73.890488126462,40.824121956245,1,FELONY ASSAULT,05/13/2013,5,2013
53702,-73.90651464928601,40.668341315142,1,BURGLARY,08/15/2013,8,2013
73293,-74.00636312770601,40.751891266303,1,GRAND LARCENY,01/09/2013,1,2013
59101,-73.880335292927,40.874235706381,1,GRAND LARCENY,06/24/2013,6,2013
51932,-73.980661937654,40.738218220655,1,ROBBERY,08/26/2013,8,2013
96581,-73.827279785803,40.847517417142,1,GRAND LARCENY,12/07/2013,12,2013
83781,-73.853088452596,40.684839251641996,1,FELONY ASSAULT,11/10/2013,11,2013
55725,-73.96883114202,40.765772886631,1,BURGLARY,12/14/2013,12,2013
85555,-73.939094109348,40.688292983615,1,ROBBERY,06/29/2013,6,2013
13862,-73.84279893844901,40.682896077166,1,BURGLARY,10/04/2013,10,2013
54252,-73.995369301696,40.752121907715996,1,GRAND LARCENY,10/27/2013,10,2013
14525,-74.083047811052,40.614773833433,2,GRAND LARCENY,12/04/2013,12,2013
46256,-73.840421699218,40.828035149794005,1,GRAND LARCENY,01/18/2013,1,2013
64538,-73.851094750087,40.891419133962,1,BURGLARY,07/23/2013,7,2013
53604,-73.81052930216501,40.736230483797,1,FELONY ASSAULT,09/30/2013,9,2013
96698,-73.920736389634,40.615904615577996,2,GRAND LARCENY,12/28/2013,12,2013
16434,-73.74951022375,40.657687370534,1,FELONY ASSAULT,01/26/2013,1,2013
16983,-73.91631791457401,40.649530643011,1,ROBBERY,11/24/2013,11,2013
64553,-73.8370682454,40.878297029531005,1,ROBBERY,07/17/2013,7,2013
50383,-73.93320373162099,40.650768607993,2,FELONY ASSAULT,06/07/2013,6,2013
24381,-73.765429927858,40.669973672832,1,FELONY ASSAULT,07/03/2013,7,2013
37012,-73.913784075968,40.655432800647,1,RAPE,05/16/2013,5,2013
40055,-73.975490193929,40.681353984427,2,GRAND LARCENY,08/30/2013,8,2013
70715,-73.777087003376,40.711253614805,1,ROBBERY,01/20/2013,1,2013
5584,-73.9485126372,40.683458550568,1,FELONY ASSAULT,01/25/2013,1,2013
23980,-73.964162085557,40.62731724193,1,GRAND LARCENY,07/29/2013,7,2013
11502,-74.010460521174,40.711537583441,1,GRAND LARCENY,10/17/2013,10,2013
46599,-73.924313075321,40.8382816505,1,GRAND LARCENY OF MOTOR VEHICLE,02/06/2013,2,2013
67834,-73.93590252684,40.662484871367,1,ROBBERY,11/15/2013,11,2013
80078,-73.977134867557,40.784782141284,1,BURGLARY,09/14/2013,9,2013
57067,-73.857510576581,40.690833909676,1,ROBBERY,01/11/2013,1,2013
26171,-73.776463358853,40.713291770248,1,BURGLARY,09/29/2013,9,2013
86712,-73.90714273446,40.830847401253,1,BURGLARY,09/20/2013,9,2013
28234,-73.923893839754,40.752999880674,2,BURGLARY,12/21/2013,12,2013
1737,-73.891020682303,40.664408135507,1,FELONY ASSAULT,12/18/2013,12,2013
61307,-74.014083476346,40.650114670835,1,GRAND LARCENY,03/21/2013,3,2013
1494,-73.861201338199,40.892609199458,1,GRAND LARCENY,12/26/2013,12,2013
45726,-73.950757173538,40.700444167015,1,GRAND LARCENY,12/04/2013,12,2013
876,-73.986345621225,40.772149580128996,1,ROBBERY,11/28/2013,11,2013
15849,-73.872478174764,40.768525381071,1,FELONY ASSAULT,06/21/2013,6,2013
40376,-73.904135971989,40.881210237229,1,BURGLARY,11/02/2013,11,2013
25691,-73.936948551952,40.676953170678,1,FELONY ASSAULT,03/09/2013,3,2013
93386,-73.792742894061,40.677225686065995,1,BURGLARY,09/19/2013,9,2013
7378,-73.818960777417,40.759324686945,1,BURGLARY,03/25/2013,3,2013
78123,-73.839433530469,40.684993929037,1,GRAND LARCENY,05/31/2013,5,2013
91130,-73.892328425597,40.633579939113005,1,GRAND LARCENY,06/22/2013,6,2013
55574,-73.860249900442,40.760227556223,1,FELONY ASSAULT,12/02/2013,12,2013
96617,-73.866524171937,40.900437826898,1,BURGLARY,12/25/2013,12,2013
65013,-73.892605111639,40.674334745683,1,GRAND LARCENY OF MOTOR VEHICLE,07/14/2013,7,2013
64148,-73.903885837307,40.706527165725,1,ROBBERY,06/19/2013,6,2013
12593,-73.728144214121,40.654254525412,1,GRAND LARCENY OF MOTOR VEHICLE,09/25/2013,9,2013
43615,-74.117545767174,40.636954594596,1,GRAND LARCENY,02/08/2013,2,2013
59673,-73.952803117648,40.78043806421,1,ROBBERY,01/20/2013,1,2013
211,-73.949435854172,40.640407093179995,1,ROBBERY,10/30/2013,10,2013
86502,-73.860998512375,40.757826807819,1,GRAND LARCENY OF MOTOR VEHICLE,12/26/2013,12,2013
66795,-73.98257180951299,40.610369669893,1,GRAND LARCENY OF MOTOR VEHICLE,09/01/2013,9,2013
20741,-73.953581096158,40.819501338999,2,BURGLARY,05/13/2013,5,2013
61779,-73.958722807022,40.690527707034995,2,FELONY ASSAULT,06/03/2013,6,2013
77563,-74.007343202984,40.638751890403,1,ROBBERY,06/25/2013,6,2013
49778,-73.944083191177,40.664130516847,1,ROBBERY,03/03/2013,3,2013
69571,-73.90603626750901,40.846710934611,1,ROBBERY,12/10/2013,12,2013
93392,-73.784492164268,40.683410989091,1,GRAND LARCENY,09/11/2013,9,2013
58270,-73.926181340816,40.825385452026,1,ROBBERY,07/12/2013,7,2013
15238,-73.769882100007,40.596778922523,1,FELONY ASSAULT,12/26/2013,12,2013
92565,-74.138940262822,40.635028593913,1,ROBBERY,07/17/2013,7,2013
15924,-73.815054638336,40.585291143491,1,BURGLARY,01/02/2013,1,2013
63629,-73.946357935862,40.811673006582,1,FELONY ASSAULT,06/09/2013,6,2013
42001,-73.896481458338,40.762014213343,1,GRAND LARCENY,03/08/2013,3,2013
43151,-73.949711480813,40.681073873101,1,FELONY ASSAULT,06/21/2013,6,2013
84197,-74.014175522449,40.676264166548,1,ROBBERY,01/21/2013,1,2013
51706,-73.796932999245,40.711290334050005,1,GRAND LARCENY,07/03/2013,7,2013
31242,-73.880329317745,40.821301268443,1,ROBBERY,08/03/2013,8,2013
34632,-73.90467045724,40.859017068386,1,BURGLARY,05/06/2013,5,2013
66878,-73.95691723034899,40.622011819483,1,GRAND LARCENY OF MOTOR VEHICLE,09/13/2013,9,2013
51689,-73.749904689313,40.716862979833,1,FELONY ASSAULT,07/14/2013,7,2013
16770,-73.928797371282,40.646382544035,1,FELONY ASSAULT,05/27/2013,5,2013
55373,-73.79954180946,40.687003658390005,1,BURGLARY,11/15/2013,11,2013
71697,-73.78571615766,40.713174871458,1,ROBBERY,11/05/2013,11,2013
79456,-73.93517567954001,40.79843493999,1,BURGLARY,07/13/2013,7,2013
22054,-73.96888739887,40.761263289991,1,BURGLARY,05/21/2013,5,2013
39437,-73.88869739692299,40.84920142554,1,ROBBERY,09/07/2013,9,2013
60782,-73.826432285606,40.756750631848995,1,BURGLARY,02/16/2013,2,2013
87033,-73.85010700373,40.864305763352,1,BURGLARY,01/23/2013,1,2013
35519,-73.93883865715101,40.734855004084004,1,GRAND LARCENY,04/28/2013,4,2013
72249,-74.02444950344301,40.625050286346,1,GRAND LARCENY,08/19/2013,8,2013
64114,-73.82504043559301,40.69161804759,1,GRAND LARCENY,06/18/2013,6,2013
16343,-73.91962172115599,40.650202726757996,1,GRAND LARCENY OF MOTOR VEHICLE,03/06/2013,3,2013
4430,-73.801191410166,40.760181946237005,1,ROBBERY,09/18/2013,9,2013
24943,-73.941064373534,40.841634482646,3,FELONY ASSAULT,07/14/2013,7,2013
86890,-73.855542547065,40.810288495794,1,FELONY ASSAULT,09/20/2013,9,2013
26202,-73.733453127761,40.725458371777,1,BURGLARY,09/02/2013,9,2013
89355,-73.927489420761,40.788834782867,7,GRAND LARCENY,04/11/2013,4,2013
18959,-73.974769195034,40.595351439187,1,FELONY ASSAULT,01/08/2013,1,2013
13875,-73.904063266171,40.708550205761,1,ROBBERY,10/04/2013,10,2013
8299,-73.895365804194,40.750666420876996,1,BURGLARY,04/13/2013,4,2013
27729,-74.080082957259,40.626339749352,1,BURGLARY,10/12/2013,10,2013
30748,-73.87336771234399,40.725999181536004,1,GRAND LARCENY OF MOTOR VEHICLE,11/07/2013,11,2013
46986,-73.964339779212,40.65209722744,1,GRAND LARCENY OF MOTOR VEHICLE,02/18/2013,2,2013
20417,-73.922488002661,40.664601073909004,1,FELONY ASSAULT,03/29/2013,3,2013
42257,-74.166155423699,40.588122298993,1,BURGLARY,03/24/2013,3,2013
1862,-73.97290578579799,40.688517258951,1,GRAND LARCENY,12/25/2013,12,2013
93996,-74.009942076159,40.62133326453,1,BURGLARY,09/19/2013,9,2013
96104,-73.763697873863,40.674531962168004,1,GRAND LARCENY OF MOTOR VEHICLE,11/19/2013,11,2013
78956,-74.086088731735,40.615518180337,1,ROBBERY,07/02/2013,7,2013
54015,-73.858380871958,40.829455664154,1,ROBBERY,11/12/2013,11,2013
81825,-73.989533156832,40.659913926226004,1,FELONY ASSAULT,10/26/2013,10,2013
66983,-73.871015854026,40.671699538648,1,BURGLARY,09/12/2013,9,2013
14317,-73.800924756618,40.67548347327,1,RAPE,11/13/2013,11,2013
59976,-74.005137766805,40.63468149105,1,GRAND LARCENY OF MOTOR VEHICLE,01/18/2013,1,2013
34628,-73.907976973629,40.909582408008,1,GRAND LARCENY,05/16/2013,5,2013
31632,-73.792403750181,40.698154009123996,2,ROBBERY,09/24/2013,9,2013
85844,-73.837703834331,40.718650621346,1,GRAND LARCENY,08/17/2013,8,2013
50411,-73.91345269508601,40.646951169653,1,GRAND LARCENY,06/23/2013,6,2013
36308,-73.96635664586,40.761866422245,6,GRAND LARCENY,06/22/2013,6,2013
2846,-73.879223713581,40.843208431279,1,ROBBERY,12/23/2013,12,2013
22374,-73.869626669093,40.755347409169005,1,GRAND LARCENY,06/21/2013,6,2013
3554,-73.85153578351401,40.677750245404,1,ROBBERY,11/04/2013,11,2013
37481,-73.89114255243399,40.865817443811004,1,FELONY ASSAULT,08/17/2013,8,2013
94876,-73.927064944403,40.638981515085,1,RAPE,11/04/2013,11,2013
92651,-73.98617048624601,40.746228196576,1,GRAND LARCENY,08/04/2013,8,2013
21292,-73.941064373534,40.841634482646,1,BURGLARY,04/11/2013,4,2013
14578,-73.975759501394,40.724057101767,1,GRAND LARCENY,12/09/2013,12,2013
25749,-73.859766572462,40.8560618417,1,BURGLARY,09/04/2013,9,2013
34827,-73.997315801497,40.724792472427,1,BURGLARY,04/19/2013,4,2013
93911,-73.908008606039,40.87366274059,3,GRAND LARCENY,09/11/2013,9,2013
51727,-73.8505847859,40.791648201755,1,GRAND LARCENY OF MOTOR VEHICLE,07/10/2013,7,2013
11954,-73.947747726412,40.794571256764,1,FELONY ASSAULT,09/16/2013,9,2013
8869,-73.97249028057999,40.725500109513995,1,ROBBERY,06/05/2013,6,2013
81708,-74.004166347736,40.598914136684,1,ROBBERY,10/28/2013,10,2013
78015,-73.93057339953,40.674591738334996,1,ROBBERY,05/01/2013,5,2013
75307,-73.988442132393,40.778531324078,1,GRAND LARCENY OF MOTOR VEHICLE,05/13/2013,5,2013
43542,-73.90548874658201,40.680038715326,1,GRAND LARCENY OF MOTOR VEHICLE,02/11/2013,2,2013
18859,-73.833890206638,40.873739047835,2,FELONY ASSAULT,01/23/2013,1,2013
61770,-73.91574006235,40.850267335889,1,ROBBERY,05/27/2013,5,2013
35035,-74.005612870012,40.628944861072995,1,FELONY ASSAULT,03/10/2013,3,2013
19744,-73.814944828514,40.698977464462,1,GRAND LARCENY,02/12/2013,2,2013
50221,-73.862293258272,40.887557537147,1,FELONY ASSAULT,06/01/2013,6,2013
7832,-73.900625408064,40.873384894172,1,FELONY ASSAULT,04/14/2013,4,2013
6906,-74.00543945131899,40.711296391116,2,GRAND LARCENY,02/08/2013,2,2013
4826,-73.858194720262,40.679430214343,1,GRAND LARCENY,12/18/2013,12,2013
39058,-73.977668163169,40.723579899926,1,FELONY ASSAULT,10/02/2013,10,2013
65486,-73.978980678729,40.760107291928,1,GRAND LARCENY,08/07/2013,8,2013
5342,-73.88435643443,40.847061773146,1,GRAND LARCENY,01/01/2013,1,2013
2742,-73.94667455866801,40.650951308785,1,GRAND LARCENY,02/16/2013,2,2013
61681,-73.925056029769,40.862086962283,1,FELONY ASSAULT,05/18/2013,5,2013
19137,-73.961627195301,40.675204647304,1,GRAND LARCENY OF MOTOR VEHICLE,01/24/2013,1,2013
1531,-73.86940612753399,40.862314610018004,1,GRAND LARCENY,12/14/2013,12,2013
94872,-74.00231309592,40.635257987936,1,BURGLARY,11/13/2013,11,2013
71143,-73.928135067954,40.809621013838,1,GRAND LARCENY,04/06/2013,4,2013
94392,-74.016446093321,40.644246009468006,1,FELONY ASSAULT,08/06/2013,8,2013
16973,-73.96331045689,40.584050753831,1,GRAND LARCENY,11/24/2013,11,2013
22437,-73.999855689102,40.724400003314,1,GRAND LARCENY,07/28/2013,7,2013
92266,-73.935875927698,40.693904290336,1,FELONY ASSAULT,07/24/2013,7,2013
27673,-73.792814283741,40.676295333555004,1,GRAND LARCENY OF MOTOR VEHICLE,10/30/2013,10,2013
69852,-73.939383048404,40.679839236919,1,FELONY ASSAULT,12/01/2013,12,2013
4314,-73.980171076637,40.605181617637,1,ROBBERY,09/12/2013,9,2013
76197,-74.016446093321,40.644246009468006,1,GRAND LARCENY OF MOTOR VEHICLE,04/20/2013,4,2013
64013,-73.984281081845,40.677891617156,1,GRAND LARCENY,06/01/2013,6,2013
32931,-73.908441091908,40.848433799594005,1,ROBBERY,02/14/2013,2,2013
81710,-73.992877434316,40.597072232083,1,GRAND LARCENY,10/25/2013,10,2013
45279,-73.859024268342,40.887347739138,1,BURGLARY,04/12/2013,4,2013
73456,-73.917254545956,40.815427040628,1,ROBBERY,01/05/2013,1,2013
20311,-73.961780840998,40.583237793831,1,GRAND LARCENY OF MOTOR VEHICLE,03/11/2013,3,2013
5129,-73.961862331593,40.755755220994,1,FELONY ASSAULT,01/09/2013,1,2013
36977,-74.005137766805,40.63468149105,1,FELONY ASSAULT,05/06/2013,5,2013
39646,-73.92258031397999,40.668918672877,1,FELONY ASSAULT,09/20/2013,9,2013
83230,-73.960655120843,40.660769534424,1,ROBBERY,12/05/2013,12,2013
43445,-73.937416622535,40.804378512473995,1,ROBBERY,03/03/2013,3,2013
84735,-73.905793327192,40.694127881760004,1,GRAND LARCENY OF MOTOR VEHICLE,04/19/2013,4,2013
7190,-73.869371757276,40.863247769454006,1,ROBBERY,08/09/2013,8,2013
12967,-73.934348705345,40.84957952718,1,GRAND LARCENY,11/01/2013,11,2013
87887,-73.737102875374,40.704776662148,1,GRAND LARCENY OF MOTOR VEHICLE,02/23/2013,2,2013
24439,-74.16313379523,40.601027205487,1,BURGLARY,07/20/2013,7,2013
39370,-73.872286742274,40.834464539925,1,ROBBERY,09/25/2013,9,2013
59376,-73.967686247972,40.692438187759,1,ROBBERY,01/31/2013,1,2013
8417,-73.990662616305,40.753493995635,1,GRAND LARCENY,05/26/2013,5,2013
46666,-73.89151785182901,40.84408797698,1,GRAND LARCENY,02/23/2013,2,2013
24279,-73.866056659438,40.859588025869996,1,FELONY ASSAULT,02/20/2013,2,2013
26900,-73.992577486446,40.768694523109005,1,GRAND LARCENY OF MOTOR VEHICLE,10/23/2013,10,2013
31954,-73.990619656622,40.750990783055,1,FELONY ASSAULT,11/04/2013,11,2013
65135,-73.940968012692,40.718071924245,1,GRAND LARCENY,07/09/2013,7,2013
19537,-73.73866933183099,40.709086782899,1,BURGLARY,03/31/2013,3,2013
45681,-73.951244629227,40.778551781657,1,ROBBERY,11/24/2013,11,2013
18215,-74.08225297303099,40.606954482236,1,GRAND LARCENY,10/04/2013,10,2013
81522,-73.911367633658,40.81949857565,1,FELONY ASSAULT,10/13/2013,10,2013
13722,-73.870903201252,40.649815261679,1,GRAND LARCENY OF MOTOR VEHICLE,10/01/2013,10,2013
4097,-73.931120145252,40.668797843119,1,FELONY ASSAULT,08/22/2013,8,2013
94585,-73.85180378355,40.690184425221,1,FELONY ASSAULT,08/24/2013,8,2013
3208,-73.898008411098,40.832733537833,1,FELONY ASSAULT,05/04/2013,5,2013
89191,-74.00575295074799,40.70764584114,1,GRAND LARCENY,04/16/2013,4,2013
1486,-73.858324236177,40.891691723439,2,ROBBERY,12/23/2013,12,2013
14584,-73.979805536413,40.730211626653,1,ROBBERY,12/12/2013,12,2013
60624,-73.962661225887,40.663462831615,1,FELONY ASSAULT,02/11/2013,2,2013
85465,-73.90735315480799,40.85879418828,1,GRAND LARCENY,07/31/2013,7,2013
12096,-73.919680689636,40.834710392499,1,FELONY ASSAULT,09/05/2013,9,2013
57140,-73.950429883223,40.786541357226,1,ROBBERY,02/23/2013,2,2013
51790,-73.894741891389,40.69782648867,1,FELONY ASSAULT,05/17/2013,5,2013
91199,-73.866923433406,40.663081756402,1,BURGLARY,06/24/2013,6,2013
3365,-73.854020708633,40.748159400531996,1,GRAND LARCENY,05/14/2013,5,2013
1994,-73.830932980752,40.761170881948,1,GRAND LARCENY,12/02/2013,12,2013
2951,-73.871074318401,40.760808341145,1,GRAND LARCENY OF MOTOR VEHICLE,03/24/2013,3,2013
62635,-73.992207623825,40.690018829159996,1,ROBBERY,04/11/2013,4,2013
12201,-73.926231461629,40.842100784661,1,GRAND LARCENY,10/12/2013,10,2013
22689,-73.936769224117,40.828067841519,1,ROBBERY,06/11/2013,6,2013
64234,-73.887818825894,40.635016642493,1,FELONY ASSAULT,05/09/2013,5,2013
71088,-73.924152613856,40.753963457669,1,GRAND LARCENY OF MOTOR VEHICLE,03/01/2013,3,2013
15692,-73.97964015073,40.574771884847,1,GRAND LARCENY,06/30/2013,6,2013
77920,-73.962629348344,40.636723144423996,1,ROBBERY,05/15/2013,5,2013
90335,-73.956815122949,40.690746588568004,1,FELONY ASSAULT,09/28/2013,9,2013
37243,-73.80772834033,40.694000338772994,1,ROBBERY,05/05/2013,5,2013
